序号	Emoji	建议分类	展示方式	主网格代表	原始界面位置	图片文件	图片存在	CodePoint	Unicode分组	Unicode子组	Unicode状态	中文名	英文名
375	🦻🏾	手势	肤色变体（右键）	🦻🏾	未直接列在现有 Emoji 网格	1f9bb-1f3fe.png	是	U+1F9BB U+1F3FE	People & Body	body-parts	fully-qualified	Ear带HearingAid、中等偏深肤色	EAR WITH HEARING AID / MEDIUM-DARK SKIN TONE
376	🦻🏿	手势	肤色变体（右键）	🦻🏿	未直接列在现有 Emoji 网格	1f9bb-1f3ff.png	是	U+1F9BB U+1F3FF	People & Body	body-parts	fully-qualified	Ear带HearingAid、较深肤色	EAR WITH HEARING AID / DARK SKIN TONE
377	👃	手势	主网格	👃	Emoji·符号与旗帜 / 第 42 行	1f443.png	是	U+1F443	People & Body	body-parts	fully-qualified	鼻子	NOSE
378	👃🏻	手势	肤色变体（右键）	👃🏻	未直接列在现有 Emoji 网格	1f443-1f3fb.png	是	U+1F443 U+1F3FB	People & Body	body-parts	fully-qualified	Nose、较浅肤色	NOSE / LIGHT SKIN TONE
379	👃🏼	手势	肤色变体（右键）	👃🏼	未直接列在现有 Emoji 网格	1f443-1f3fc.png	是	U+1F443 U+1F3FC	People & Body	body-parts	fully-qualified	Nose、中等偏浅肤色	NOSE / MEDIUM-LIGHT SKIN TONE
380	👃🏽	手势	肤色变体（右键）	👃🏽	未直接列在现有 Emoji 网格	1f443-1f3fd.png	是	U+1F443 U+1F3FD	People & Body	body-parts	fully-qualified	Nose、中等肤色	NOSE / MEDIUM SKIN TONE
381	👃🏾	手势	肤色变体（右键）	👃🏾	未直接列在现有 Emoji 网格	1f443-1f3fe.png	是	U+1F443 U+1F3FE	People & Body	body-parts	fully-qualified	Nose、中等偏深肤色	NOSE / MEDIUM-DARK SKIN TONE
382	👃🏿	手势	肤色变体（右键）	👃🏿	未直接列在现有 Emoji 网格	1f443-1f3ff.png	是	U+1F443 U+1F3FF	People & Body	body-parts	fully-qualified	Nose、较深肤色	NOSE / DARK SKIN TONE
383	🧠	手势	主网格	🧠	Emoji·动物与自然 / 第 11 行	1f9e0.png	是	U+1F9E0	People & Body	body-parts	fully-qualified	脑	BRAIN
384	🫀	手势	主网格	🫀	Emoji·食物与活动 / 第 6 行	1fac0.png	是	U+1FAC0	People & Body	body-parts	fully-qualified	心脏器官	ANATOMICAL HEART
385	🫁	手势	主网格	🫁	Emoji·符号与旗帜 / 第 79 行	1fac1.png	是	U+1FAC1	People & Body	body-parts	fully-qualified	肺	LUNGS
386	🦷	手势	主网格	🦷	Emoji·符号与旗帜 / 第 73 行	1f9b7.png	是	U+1F9B7	People & Body	body-parts	fully-qualified	牙齿	TOOTH
387	🦴	手势	主网格	🦴	Emoji·符号与旗帜 / 第 72 行	1f9b4.png	是	U+1F9B4	People & Body	body-parts	fully-qualified	骨头	BONE
388	👀	手势	主网格	👀	Emoji·符号与旗帜 / 第 54 行	1f440.png	是	U+1F440	People & Body	body-parts	fully-qualified	双眼	EYES
389	👁️	手势	主网格	👁️	Emoji·符号与旗帜 / 第 40 行	1f441.png	是	U+1F441 U+FE0F	People & Body	body-parts	fully-qualified	眼睛	EYE
390	👁	手势	呈现别名（不重复显示）	👁️	Emoji·符号与旗帜 / 第 85 行	1f441.png	是	U+1F441	People & Body	body-parts	unqualified	眼睛	EYE
391	👅	手势	主网格	👅	Emoji·符号与旗帜 / 第 54 行	1f445.png	是	U+1F445	People & Body	body-parts	fully-qualified	舌头	TONGUE
392	👄	手势	主网格	👄	Emoji·符号与旗帜 / 第 54 行	1f444.png	是	U+1F444	People & Body	body-parts	fully-qualified	嘴	MOUTH
393	🫦	手势	主网格	🫦	Emoji·符号与旗帜 / 第 90 行	1fae6.png	是	U+1FAE6	People & Body	body-parts	fully-qualified	咬住嘴唇	BITING LIP
394	👶	人物	主网格	👶	Emoji·表情与人物 / 第 19 行	1f476.png	是	U+1F476	People & Body	person	fully-qualified	小宝贝	BABY
395	👶🏻	人物	肤色变体（右键）	👶🏻	未直接列在现有 Emoji 网格	1f476-1f3fb.png	是	U+1F476 U+1F3FB	People & Body	person	fully-qualified	婴儿、较浅肤色	BABY / LIGHT SKIN TONE
396	👶🏼	人物	肤色变体（右键）	👶🏼	未直接列在现有 Emoji 网格	1f476-1f3fc.png	是	U+1F476 U+1F3FC	People & Body	person	fully-qualified	婴儿、中等偏浅肤色	BABY / MEDIUM-LIGHT SKIN TONE
397	👶🏽	人物	肤色变体（右键）	👶🏽	未直接列在现有 Emoji 网格	1f476-1f3fd.png	是	U+1F476 U+1F3FD	People & Body	person	fully-qualified	婴儿、中等肤色	BABY / MEDIUM SKIN TONE
398	👶🏾	人物	肤色变体（右键）	👶🏾	未直接列在现有 Emoji 网格	1f476-1f3fe.png	是	U+1F476 U+1F3FE	People & Body	person	fully-qualified	婴儿、中等偏深肤色	BABY / MEDIUM-DARK SKIN TONE
399	👶🏿	人物	肤色变体（右键）	👶🏿	未直接列在现有 Emoji 网格	1f476-1f3ff.png	是	U+1F476 U+1F3FF	People & Body	person	fully-qualified	婴儿、较深肤色	BABY / DARK SKIN TONE
400	🧒	人物	主网格	🧒	Emoji·符号与旗帜 / 第 44 行	1f9d2.png	是	U+1F9D2	People & Body	person	fully-qualified	儿童	CHILD
401	🧒🏻	人物	肤色变体（右键）	🧒🏻	未直接列在现有 Emoji 网格	1f9d2-1f3fb.png	是	U+1F9D2 U+1F3FB	People & Body	person	fully-qualified	儿童、较浅肤色	CHILD / LIGHT SKIN TONE
402	🧒🏼	人物	肤色变体（右键）	🧒🏼	未直接列在现有 Emoji 网格	1f9d2-1f3fc.png	是	U+1F9D2 U+1F3FC	People & Body	person	fully-qualified	儿童、中等偏浅肤色	CHILD / MEDIUM-LIGHT SKIN TONE
403	🧒🏽	人物	肤色变体（右键）	🧒🏽	未直接列在现有 Emoji 网格	1f9d2-1f3fd.png	是	U+1F9D2 U+1F3FD	People & Body	person	fully-qualified	儿童、中等肤色	CHILD / MEDIUM SKIN TONE
404	🧒🏾	人物	肤色变体（右键）	🧒🏾	未直接列在现有 Emoji 网格	1f9d2-1f3fe.png	是	U+1F9D2 U+1F3FE	People & Body	person	fully-qualified	儿童、中等偏深肤色	CHILD / MEDIUM-DARK SKIN TONE
405	🧒🏿	人物	肤色变体（右键）	🧒🏿	未直接列在现有 Emoji 网格	1f9d2-1f3ff.png	是	U+1F9D2 U+1F3FF	People & Body	person	fully-qualified	儿童、较深肤色	CHILD / DARK SKIN TONE
406	👦	人物	主网格	👦	Emoji·表情与人物 / 第 18 行	1f466.png	是	U+1F466	People & Body	person	fully-qualified	男孩	BOY
407	👦🏻	人物	肤色变体（右键）	👦🏻	未直接列在现有 Emoji 网格	1f466-1f3fb.png	是	U+1F466 U+1F3FB	People & Body	person	fully-qualified	男孩、较浅肤色	BOY / LIGHT SKIN TONE
408	👦🏼	人物	肤色变体（右键）	👦🏼	未直接列在现有 Emoji 网格	1f466-1f3fc.png	是	U+1F466 U+1F3FC	People & Body	person	fully-qualified	男孩、中等偏浅肤色	BOY / MEDIUM-LIGHT SKIN TONE
409	👦🏽	人物	肤色变体（右键）	👦🏽	未直接列在现有 Emoji 网格	1f466-1f3fd.png	是	U+1F466 U+1F3FD	People & Body	person	fully-qualified	男孩、中等肤色	BOY / MEDIUM SKIN TONE
410	👦🏾	人物	肤色变体（右键）	👦🏾	未直接列在现有 Emoji 网格	1f466-1f3fe.png	是	U+1F466 U+1F3FE	People & Body	person	fully-qualified	男孩、中等偏深肤色	BOY / MEDIUM-DARK SKIN TONE
411	👦🏿	人物	肤色变体（右键）	👦🏿	未直接列在现有 Emoji 网格	1f466-1f3ff.png	是	U+1F466 U+1F3FF	People & Body	person	fully-qualified	男孩、较深肤色	BOY / DARK SKIN TONE
412	👧	人物	主网格	👧	Emoji·表情与人物 / 第 18 行	1f467.png	是	U+1F467	People & Body	person	fully-qualified	女孩	GIRL
413	👧🏻	人物	肤色变体（右键）	👧🏻	未直接列在现有 Emoji 网格	1f467-1f3fb.png	是	U+1F467 U+1F3FB	People & Body	person	fully-qualified	女孩、较浅肤色	GIRL / LIGHT SKIN TONE
414	👧🏼	人物	肤色变体（右键）	👧🏼	未直接列在现有 Emoji 网格	1f467-1f3fc.png	是	U+1F467 U+1F3FC	People & Body	person	fully-qualified	女孩、中等偏浅肤色	GIRL / MEDIUM-LIGHT SKIN TONE
415	👧🏽	人物	肤色变体（右键）	👧🏽	未直接列在现有 Emoji 网格	1f467-1f3fd.png	是	U+1F467 U+1F3FD	People & Body	person	fully-qualified	女孩、中等肤色	GIRL / MEDIUM SKIN TONE
416	👧🏾	人物	肤色变体（右键）	👧🏾	未直接列在现有 Emoji 网格	1f467-1f3fe.png	是	U+1F467 U+1F3FE	People & Body	person	fully-qualified	女孩、中等偏深肤色	GIRL / MEDIUM-DARK SKIN TONE
417	👧🏿	人物	肤色变体（右键）	👧🏿	未直接列在现有 Emoji 网格	1f467-1f3ff.png	是	U+1F467 U+1F3FF	People & Body	person	fully-qualified	女孩、较深肤色	GIRL / DARK SKIN TONE
418	🧑	人物	主网格	🧑	Emoji·符号与旗帜 / 第 40 行	1f9d1.png	是	U+1F9D1	People & Body	person	fully-qualified	成人	ADULT
419	🧑🏻	人物	肤色变体（右键）	🧑🏻	未直接列在现有 Emoji 网格	1f9d1-1f3fb.png	是	U+1F9D1 U+1F3FB	People & Body	person	fully-qualified	成年人、较浅肤色	ADULT / LIGHT SKIN TONE
420	🧑🏼	人物	肤色变体（右键）	🧑🏼	未直接列在现有 Emoji 网格	1f9d1-1f3fc.png	是	U+1F9D1 U+1F3FC	People & Body	person	fully-qualified	成年人、中等偏浅肤色	ADULT / MEDIUM-LIGHT SKIN TONE
421	🧑🏽	人物	肤色变体（右键）	🧑🏽	未直接列在现有 Emoji 网格	1f9d1-1f3fd.png	是	U+1F9D1 U+1F3FD	People & Body	person	fully-qualified	成年人、中等肤色	ADULT / MEDIUM SKIN TONE
422	🧑🏾	人物	肤色变体（右键）	🧑🏾	未直接列在现有 Emoji 网格	1f9d1-1f3fe.png	是	U+1F9D1 U+1F3FE	People & Body	person	fully-qualified	成年人、中等偏深肤色	ADULT / MEDIUM-DARK SKIN TONE
423	🧑🏿	人物	肤色变体（右键）	🧑🏿	未直接列在现有 Emoji 网格	1f9d1-1f3ff.png	是	U+1F9D1 U+1F3FF	People & Body	person	fully-qualified	成年人、较深肤色	ADULT / DARK SKIN TONE
424	👱	人物	主网格	👱	Emoji·表情与人物 / 第 17 行	1f471.png	是	U+1F471	People & Body	person	fully-qualified	金色头发的人	PERSON WITH BLOND HAIR
425	👱🏻	人物	肤色变体（右键）	👱🏻	未直接列在现有 Emoji 网格	1f471-1f3fb.png	是	U+1F471 U+1F3FB	People & Body	person	fully-qualified	人物带Blond头发、较浅肤色	PERSON WITH BLOND HAIR / LIGHT SKIN TONE
426	👱🏼	人物	肤色变体（右键）	👱🏼	未直接列在现有 Emoji 网格	1f471-1f3fc.png	是	U+1F471 U+1F3FC	People & Body	person	fully-qualified	人物带Blond头发、中等偏浅肤色	PERSON WITH BLOND HAIR / MEDIUM-LIGHT SKIN TONE
427	👱🏽	人物	肤色变体（右键）	👱🏽	未直接列在现有 Emoji 网格	1f471-1f3fd.png	是	U+1F471 U+1F3FD	People & Body	person	fully-qualified	人物带Blond头发、中等肤色	PERSON WITH BLOND HAIR / MEDIUM SKIN TONE
428	👱🏾	人物	肤色变体（右键）	👱🏾	未直接列在现有 Emoji 网格	1f471-1f3fe.png	是	U+1F471 U+1F3FE	People & Body	person	fully-qualified	人物带Blond头发、中等偏深肤色	PERSON WITH BLOND HAIR / MEDIUM-DARK SKIN TONE
429	👱🏿	人物	肤色变体（右键）	👱🏿	未直接列在现有 Emoji 网格	1f471-1f3ff.png	是	U+1F471 U+1F3FF	People & Body	person	fully-qualified	人物带Blond头发、较深肤色	PERSON WITH BLOND HAIR / DARK SKIN TONE
430	👨	人物	主网格	👨	Emoji·表情与人物 / 人物与角色	1f468.png	是	U+1F468	People & Body	person	fully-qualified	男人	MAN
431	👨🏻	人物	肤色变体（右键）	👨🏻	未直接列在现有 Emoji 网格	1f468-1f3fb.png	是	U+1F468 U+1F3FB	People & Body	person	fully-qualified	男性、较浅肤色	MAN / LIGHT SKIN TONE
432	👨🏼	人物	肤色变体（右键）	👨🏼	未直接列在现有 Emoji 网格	1f468-1f3fc.png	是	U+1F468 U+1F3FC	People & Body	person	fully-qualified	男性、中等偏浅肤色	MAN / MEDIUM-LIGHT SKIN TONE
433	👨🏽	人物	肤色变体（右键）	👨🏽	未直接列在现有 Emoji 网格	1f468-1f3fd.png	是	U+1F468 U+1F3FD	People & Body	person	fully-qualified	男性、中等肤色	MAN / MEDIUM SKIN TONE
434	👨🏾	人物	肤色变体（右键）	👨🏾	未直接列在现有 Emoji 网格	1f468-1f3fe.png	是	U+1F468 U+1F3FE	People & Body	person	fully-qualified	男性、中等偏深肤色	MAN / MEDIUM-DARK SKIN TONE
435	👨🏿	人物	肤色变体（右键）	👨🏿	未直接列在现有 Emoji 网格	1f468-1f3ff.png	是	U+1F468 U+1F3FF	People & Body	person	fully-qualified	男性、较深肤色	MAN / DARK SKIN TONE
436	🧔	人物	主网格	🧔	Emoji·表情与人物 / 第 18 行	1f9d4.png	是	U+1F9D4	People & Body	person	fully-qualified	有胡子的人	BEARDED PERSON
437	🧔🏻	人物	肤色变体（右键）	🧔🏻	未直接列在现有 Emoji 网格	1f9d4-1f3fb.png	是	U+1F9D4 U+1F3FB	People & Body	person	fully-qualified	Bearded人物、较浅肤色	BEARDED PERSON / LIGHT SKIN TONE
438	🧔🏼	人物	肤色变体（右键）	🧔🏼	未直接列在现有 Emoji 网格	1f9d4-1f3fc.png	是	U+1F9D4 U+1F3FC	People & Body	person	fully-qualified	Bearded人物、中等偏浅肤色	BEARDED PERSON / MEDIUM-LIGHT SKIN TONE
439	🧔🏽	人物	肤色变体（右键）	🧔🏽	未直接列在现有 Emoji 网格	1f9d4-1f3fd.png	是	U+1F9D4 U+1F3FD	People & Body	person	fully-qualified	Bearded人物、中等肤色	BEARDED PERSON / MEDIUM SKIN TONE
440	🧔🏾	人物	肤色变体（右键）	🧔🏾	未直接列在现有 Emoji 网格	1f9d4-1f3fe.png	是	U+1F9D4 U+1F3FE	People & Body	person	fully-qualified	Bearded人物、中等偏深肤色	BEARDED PERSON / MEDIUM-DARK SKIN TONE
441	🧔🏿	人物	肤色变体（右键）	🧔🏿	未直接列在现有 Emoji 网格	1f9d4-1f3ff.png	是	U+1F9D4 U+1F3FF	People & Body	person	fully-qualified	Bearded人物、较深肤色	BEARDED PERSON / DARK SKIN TONE
442	🧔‍♂️	人物	主网格	🧔‍♂️	Emoji·表情与人物 / 第 15 行	1f9d4-200d-2642.png	是	U+1F9D4 U+200D U+2642 U+FE0F	People & Body	person	fully-qualified	有络腮胡子的男人	BEARDED PERSON / MALE SIGN
443	🧔🏻‍♂️	人物	肤色变体（右键）	🧔🏻‍♂️	未直接列在现有 Emoji 网格	1f9d4-1f3fb-200d-2642.png	是	U+1F9D4 U+1F3FB U+200D U+2642 U+FE0F	People & Body	person	fully-qualified	Bearded人物、较浅肤色、男性符号	BEARDED PERSON / LIGHT SKIN TONE / MALE SIGN
444	🧔🏼‍♂️	人物	肤色变体（右键）	🧔🏼‍♂️	未直接列在现有 Emoji 网格	1f9d4-1f3fc-200d-2642.png	是	U+1F9D4 U+1F3FC U+200D U+2642 U+FE0F	People & Body	person	fully-qualified	Bearded人物、中等偏浅肤色、男性符号	BEARDED PERSON / MEDIUM-LIGHT SKIN TONE / MALE SIGN
445	🧔🏽‍♂️	人物	肤色变体（右键）	🧔🏽‍♂️	未直接列在现有 Emoji 网格	1f9d4-1f3fd-200d-2642.png	是	U+1F9D4 U+1F3FD U+200D U+2642 U+FE0F	People & Body	person	fully-qualified	Bearded人物、中等肤色、男性符号	BEARDED PERSON / MEDIUM SKIN TONE / MALE SIGN
446	🧔🏾‍♂️	人物	肤色变体（右键）	🧔🏾‍♂️	未直接列在现有 Emoji 网格	1f9d4-1f3fe-200d-2642.png	是	U+1F9D4 U+1F3FE U+200D U+2642 U+FE0F	People & Body	person	fully-qualified	Bearded人物、中等偏深肤色、男性符号	BEARDED PERSON / MEDIUM-DARK SKIN TONE / MALE SIGN
447	🧔🏿‍♂️	人物	肤色变体（右键）	🧔🏿‍♂️	未直接列在现有 Emoji 网格	1f9d4-1f3ff-200d-2642.png	是	U+1F9D4 U+1F3FF U+200D U+2642 U+FE0F	People & Body	person	fully-qualified	Bearded人物、较深肤色、男性符号	BEARDED PERSON / DARK SKIN TONE / MALE SIGN
448	🧔‍♀️	人物	主网格	🧔‍♀️	Emoji·表情与人物 / 第 15 行	1f9d4-200d-2640.png	是	U+1F9D4 U+200D U+2640 U+FE0F	People & Body	person	fully-qualified	有络腮胡子的女人	BEARDED PERSON / FEMALE SIGN
449	🧔🏻‍♀️	人物	肤色变体（右键）	🧔🏻‍♀️	未直接列在现有 Emoji 网格	1f9d4-1f3fb-200d-2640.png	是	U+1F9D4 U+1F3FB U+200D U+2640 U+FE0F	People & Body	person	fully-qualified	Bearded人物、较浅肤色、女性符号	BEARDED PERSON / LIGHT SKIN TONE / FEMALE SIGN
450	🧔🏼‍♀️	人物	肤色变体（右键）	🧔🏼‍♀️	未直接列在现有 Emoji 网格	1f9d4-1f3fc-200d-2640.png	是	U+1F9D4 U+1F3FC U+200D U+2640 U+FE0F	People & Body	person	fully-qualified	Bearded人物、中等偏浅肤色、女性符号	BEARDED PERSON / MEDIUM-LIGHT SKIN TONE / FEMALE SIGN
451	🧔🏽‍♀️	人物	肤色变体（右键）	🧔🏽‍♀️	未直接列在现有 Emoji 网格	1f9d4-1f3fd-200d-2640.png	是	U+1F9D4 U+1F3FD U+200D U+2640 U+FE0F	People & Body	person	fully-qualified	Bearded人物、中等肤色、女性符号	BEARDED PERSON / MEDIUM SKIN TONE / FEMALE SIGN
452	🧔🏾‍♀️	人物	肤色变体（右键）	🧔🏾‍♀️	未直接列在现有 Emoji 网格	1f9d4-1f3fe-200d-2640.png	是	U+1F9D4 U+1F3FE U+200D U+2640 U+FE0F	People & Body	person	fully-qualified	Bearded人物、中等偏深肤色、女性符号	BEARDED PERSON / MEDIUM-DARK SKIN TONE / FEMALE SIGN
453	🧔🏿‍♀️	人物	肤色变体（右键）	🧔🏿‍♀️	未直接列在现有 Emoji 网格	1f9d4-1f3ff-200d-2640.png	是	U+1F9D4 U+1F3FF U+200D U+2640 U+FE0F	People & Body	person	fully-qualified	Bearded人物、较深肤色、女性符号	BEARDED PERSON / DARK SKIN TONE / FEMALE SIGN
454	👨‍🦰	人物	主网格	👨‍🦰	Emoji·表情与人物 / 表情与情绪	1f468-200d-1f9b0.png	是	U+1F468 U+200D U+1F9B0	People & Body	person	fully-qualified	男性、表情符号组件红色头发	MAN / EMOJI COMPONENT RED HAIR
455	👨🏻‍🦰	人物	肤色变体（右键）	👨🏻‍🦰	未直接列在现有 Emoji 网格	1f468-1f3fb-200d-1f9b0.png	是	U+1F468 U+1F3FB U+200D U+1F9B0	People & Body	person	fully-qualified	男性、较浅肤色、表情符号组件红色头发	MAN / LIGHT SKIN TONE / EMOJI COMPONENT RED HAIR
456	👨🏼‍🦰	人物	肤色变体（右键）	👨🏼‍🦰	未直接列在现有 Emoji 网格	1f468-1f3fc-200d-1f9b0.png	是	U+1F468 U+1F3FC U+200D U+1F9B0	People & Body	person	fully-qualified	男性、中等偏浅肤色、表情符号组件红色头发	MAN / MEDIUM-LIGHT SKIN TONE / EMOJI COMPONENT RED HAIR
457	👨🏽‍🦰	人物	肤色变体（右键）	👨🏽‍🦰	未直接列在现有 Emoji 网格	1f468-1f3fd-200d-1f9b0.png	是	U+1F468 U+1F3FD U+200D U+1F9B0	People & Body	person	fully-qualified	男性、中等肤色、表情符号组件红色头发	MAN / MEDIUM SKIN TONE / EMOJI COMPONENT RED HAIR
458	👨🏾‍🦰	人物	肤色变体（右键）	👨🏾‍🦰	未直接列在现有 Emoji 网格	1f468-1f3fe-200d-1f9b0.png	是	U+1F468 U+1F3FE U+200D U+1F9B0	People & Body	person	fully-qualified	男性、中等偏深肤色、表情符号组件红色头发	MAN / MEDIUM-DARK SKIN TONE / EMOJI COMPONENT RED HAIR
459	👨🏿‍🦰	人物	肤色变体（右键）	👨🏿‍🦰	未直接列在现有 Emoji 网格	1f468-1f3ff-200d-1f9b0.png	是	U+1F468 U+1F3FF U+200D U+1F9B0	People & Body	person	fully-qualified	男性、较深肤色、表情符号组件红色头发	MAN / DARK SKIN TONE / EMOJI COMPONENT RED HAIR
460	👨‍🦱	人物	主网格	👨‍🦱	Emoji·表情与人物 / 表情与情绪	1f468-200d-1f9b1.png	是	U+1F468 U+200D U+1F9B1	People & Body	person	fully-qualified	男性、表情符号组件Curly头发	MAN / EMOJI COMPONENT CURLY HAIR
461	👨🏻‍🦱	人物	肤色变体（右键）	👨🏻‍🦱	未直接列在现有 Emoji 网格	1f468-1f3fb-200d-1f9b1.png	是	U+1F468 U+1F3FB U+200D U+1F9B1	People & Body	person	fully-qualified	男性、较浅肤色、表情符号组件Curly头发	MAN / LIGHT SKIN TONE / EMOJI COMPONENT CURLY HAIR
462	👨🏼‍🦱	人物	肤色变体（右键）	👨🏼‍🦱	未直接列在现有 Emoji 网格	1f468-1f3fc-200d-1f9b1.png	是	U+1F468 U+1F3FC U+200D U+1F9B1	People & Body	person	fully-qualified	男性、中等偏浅肤色、表情符号组件Curly头发	MAN / MEDIUM-LIGHT SKIN TONE / EMOJI COMPONENT CURLY HAIR
463	👨🏽‍🦱	人物	肤色变体（右键）	👨🏽‍🦱	未直接列在现有 Emoji 网格	1f468-1f3fd-200d-1f9b1.png	是	U+1F468 U+1F3FD U+200D U+1F9B1	People & Body	person	fully-qualified	男性、中等肤色、表情符号组件Curly头发	MAN / MEDIUM SKIN TONE / EMOJI COMPONENT CURLY HAIR
464	👨🏾‍🦱	人物	肤色变体（右键）	👨🏾‍🦱	未直接列在现有 Emoji 网格	1f468-1f3fe-200d-1f9b1.png	是	U+1F468 U+1F3FE U+200D U+1F9B1	People & Body	person	fully-qualified	男性、中等偏深肤色、表情符号组件Curly头发	MAN / MEDIUM-DARK SKIN TONE / EMOJI COMPONENT CURLY HAIR
465	👨🏿‍🦱	人物	肤色变体（右键）	👨🏿‍🦱	未直接列在现有 Emoji 网格	1f468-1f3ff-200d-1f9b1.png	是	U+1F468 U+1F3FF U+200D U+1F9B1	People & Body	person	fully-qualified	男性、较深肤色、表情符号组件Curly头发	MAN / DARK SKIN TONE / EMOJI COMPONENT CURLY HAIR
466	👨‍🦳	人物	主网格	👨‍🦳	Emoji·表情与人物 / 表情与情绪	1f468-200d-1f9b3.png	是	U+1F468 U+200D U+1F9B3	People & Body	person	fully-qualified	男性、表情符号组件空心头发	MAN / EMOJI COMPONENT WHITE HAIR
